id,date,ticker,tweet,sentiment
100045,2020-01-07,BA,$BA  Stocks usually look bearish until they don’t lol. BA BA BOOM 🤯,0.275
100046,2020-01-07,WMT,I would of thought $WMT would have got hit a little harder with that 54.6 million dollar lawsuit they just lost for not paying their drivers. 😯,-0.14375
100047,2020-01-07,TSLA,"$TSLA bears 🐻 I say, you really do have some good points, and you’re right this may pull back, but why would you get in front of this right now? Or over the last month? There’s other opportunities out there even for your hateful selves",0.19234693877551015
100048,2020-01-07,TSLA,$TSLA $470 by open tomorrow. Get your electric rocket ships ready we going to the moon 🔌🚀,0.1
100049,2020-01-07,TSLA,$TSLA have only 2000$ im not going far with this at this point 🤔,0.05
100050,2020-01-07,TSLA,$TSLA man I can't wait till the day Tesla start paying out dividends... once that announcement happens the stock will explode before the Ex-date 💪💪🏿,0.0
100051,2020-01-07,FB,$FB stop selling!! My $215 weekly calls are getting wrecked! 😒,0.0
100052,2020-01-07,TSLA,$TSLA should i do a search of all the “mark this post” from the bear shorts that have been fried the last month? 🤡,0.0
100053,2020-01-07,AMZN,$AMZN CONGRATS TO ALL THE LONG - there were some trying times but our patience IS being rewarded- lots more to come 🙏🏽,0.225
100054,2020-01-07,TSLA,$TSLA we’ll it’s not &BYND mane it’s not too late to buy 🤦🏽‍♂️ just maybe,-0.3
100055,2020-01-07,TSLA,"$TSLA yep, especially put buyers and call chasers oof 😂😂😂🐷",0.0
100056,2020-01-07,AAPL,$AAPL who is ready to open tomorrow  at $290. It’s time 🐷,0.1
100057,2020-01-07,AAPL,$AAPL Green by morning my ass!! Y’all should have taken profits 😂🤦🏻‍♂️👀🍎,-0.3125
100058,2020-01-08,AAPL,$AAPL buy 300 call easy money 🤣🤣🤣🤣🤣🤣🤣🤣,0.43333333333333335
100059,2020-01-08,AAPL,$AAPL maybe dan Ives at Wedbush can reimburse all you chasers for your losses. Or maybe not 😂😂,0.0
100060,2020-01-08,TSLA,$TSLA another target raised to $556 wow. When the dust settles this will 🔥 🚀  😉,0.1
100061,2020-01-08,TSLA,$TSLA if this takes a big dip tomorrow morning I’m closing all my hedges and rolling my $525k of sub $300 strike Jan 17 calls up to $400+ strike calls... bring it on 🐻,0.0
100062,2020-01-08,TSLA,$TSLA wow it's great to wake up to this! This is going to open at 475 and maybe hit 500 today!!! 😍🙃,0.3666666666666667
100063,2020-01-08,TSLA,"$TSLA Bullish AF to the mewn, but that 15 point bubble-pop drop last night was not a good feeling while holding calls 🤢🤮 *bork*",-0.175
100064,2020-01-08,DIS,"$DIS small piece of advice, if you’re long calls, turning them into spreads before close really helps reduce risk. Then you can close the short leg out in the morning, usually for a profit when things are starting to look bullish again 😁",-0.05833333333333333
100065,2020-01-08,TSLA,"$TSLA Oh yeah, was that yesterday? 30 point run. 🚀 Give me $489!",0.0
100066,2020-01-08,TSLA,"$TSLA I just took profits and resized my position a few days ago, soon I’ll be doing it again. 🚀",-0.2
100067,2020-01-08,AAPL,$AAPL with all time highs again the market seems to enjoy war very much🤔,0.30000000000000004
100068,2020-01-08,TSLA,$TSLA Bwahahaha there isn’t a thing capable of stopping this train 🥳,0.2
100069,2020-01-08,TSLA,$TSLA who’s making tendies 👀 missed this run,0.0
100070,2020-01-08,AAPL,$AAPL short term 🐻 people need to pull some off the table with all uncertainty floating around. This is just dicey,0.0
100071,2020-01-08,TSLA,$TSLA people seem to have forgotten about the energy business👀,0.0
100072,2020-01-08,TSLA,"$TSLA i thought $500 by end of week, not middle of week 🤣🤣",0.0
100073,2020-01-08,AAPL,$AAPL What makes bulls believe that Terrorist will stop 🛑 launching rockets 🧨,0.0
100074,2020-01-08,TSLA,$TSLA grabbed a $500 call and flipped it for over 100%. Paid for my loser put and then some. Rolled over to a $515. Let’s keep the party going. 🚀🌙,0.0
100075,2020-01-08,TSLA,$TSLA remember this? Now it seems like a distant memory... 2 weeks ago 😁,-0.1
100076,2020-01-08,TSLA,$TSLA bunch of cocaine and two chicks at the same time 📈💸,0.0
100077,2020-01-08,AAPL,$AAPL hahaha many bears buying put/sell. Strong strong but we wanna see 305 before close hahaha🤣💯👆💹💵,0.39166666666666666
100078,2020-01-08,TSM,$TSM ...we will definitely close at $59 today.😎,0.0
100079,2020-01-08,BABA,"$BABA yeez guys, dont sell off now ... this dragon has just started to fly 💸💸💸💸💸",0.8
100080,2020-01-08,DIS,$DIS Since July 2019 DIS has gone up 0% I’m guessing it will continue going sideways 😢,0.0
100081,2020-01-08,TSLA,$TSLA this is WILD. And I’m loving every bit of it 🤑,0.35
100082,2020-01-08,TSLA,$TSLA For years Kind of going nowhere.. Now the most loved company in the world 💵 💵,0.6
100083,2020-01-09,TSLA,Tesla shorts waiting on the market to open this morning ...  $TSLA 😍,0.0
100084,2020-01-09,TSLA,$TSLA so happy I don't have to get Elon tatted on me 😂 Tomorrow hit 500+ sweet cheeks 😘,0.575
100085,2020-01-09,TSLA,$TSLA ahh it’s gonna be another good day tomorrow if the futures keep ripping😎🎯,0.7
100086,2020-01-09,TSLA,$TSLA Did Elon do another dance today?..cause I love it when he dances..such a good dancer!😆😉,0.6
100087,2020-01-09,TSLA,$TSLA how I wish I didn't sell at $470! 😳😅,0.0
100088,2020-01-09,AAPL,"$AAPL again, shorts gonna buy put and sells, scared traders gonna take profit and selling shares/calls 😂 if thats gonna happen, BUY THE DIPS! HOLD AND GO LONG! BUY NEW CAR OR WHAT EVER! 👆💯💵🤲💹 End with 310-315 this week end next week",0.03598484848484848
100089,2020-01-09,TSLA,$TSLA Little dip to lure them in & then BOOM 💥 $505,-0.1875
100090,2020-01-09,TSLA,$TSLA Puts the art in fart🚀🚀🚀,0.0
100091,2020-01-09,AAPL,$AAPL time to take a breather 😎,0.0
100092,2020-01-09,TSLA,$TSLA Waiting for that hot & moist reversal 😋,0.25
100093,2020-01-09,TSLA,$TSLA 500+ eod no worries 😉,0.0
100094,2020-01-09,V,$V people Shopped Non stop during the holiday season and now Gas stations in US requires all pumps to upgrade to pay by Credit cards ....Now you can tell where VISA is heading too ...easy 220 🙏🙏🙏🙏🚀🚀🚀🚀🚀🚀❤❤❤❤,0.0
100095,2020-01-09,SBUX,$SBUX following through nicely as shown in yesterday’s tweets. 👍💪🙏🤑,0.3
100096,2020-01-09,AMZN,$AMZN Now it’s moving with the market 😂,0.0
100097,2020-01-09,TSLA,$TSLA who else bought the dip 💰🤑,0.0
100098,2020-01-09,DIS,$DIS down 0.27% pretty much the expected daily return 🤷🏼‍♂️,0.03888888888888889
100099,2020-01-09,AAPL,$AAPL nice to look at my account today and see my shares up over 100% and climbing. 👏🏻👏🏻,0.6
100100,2020-01-09,SBUX,"$SBUX I drink enough coffee, I’m investing 💪🏼",0.0
100101,2020-01-09,TSLA,"$TSLA looking like no 470 today, feel good about getting there tomorrow ✌️",0.7
100102,2020-01-09,FB,$FB VERY NICE GAINS TODAY.... thank you  Gotta run.... can’t be greedy right? GLTA!!!!! Hope you guys get to 220+👍👍👍,0.8259654017857143
100103,2020-01-09,AAPL,$AAPL Apple is going to keep on Running! Undervalued 🚀🚀🚀,0.0
100104,2020-01-09,FB,$FB looks likes she’s going to run tomorrow she’s lagged and broke out yesterday 👍🏻👍🏻,0.0
100105,2020-01-09,TSLA,$TSLA Funny How Bulls were thinking 500+ then they got a reality check today 😂,0.25
100106,2020-01-10,BA,$BA BOEING is a bear proof stock. 😂,0.0
100107,2020-01-10,TSLA,$TSLA The steepening of this move has me licking my chops for some bull 🥩,0.0
100108,2020-01-10,BA,$BA new CEO already cleaning out the dirty laundry—👍🏻 $340,-0.2318181818181818
100109,2020-01-10,NVDA,$NVDA i love when I’m right 🙏🏼 💰💰💰💰💰💰💰💰,0.39285714285714285
100110,2020-01-10,TSLA,$TSLA reminds me of yesterday’s PM. Just sayin’ 🤷‍♂️,0.0
100111,2020-01-10,TSLA,$TSLA 5 yr Chart! When a stock doubles in less than 2 months it's a good idea to ring the register or get slammed. 💡,0.26666666666666666
100112,2020-01-10,AAPL,$AAPL thanks bears! ATH. 50% profit on calls overnight 👍🏻👍🏻,0.25
100113,2020-01-10,BA,$BA that email leaked was a huge nothing burger 🤣🤣,0.39999999999999997
100114,2020-01-10,TSLA,$TSLA good morning longs. How are those purchases near 500 looking now? BAHAHA 😅🤣🤣😅🤣🤣😅😅🤣🤣,0.39999999999999997
100115,2020-01-10,BA,"$BA about to explode 🚨
Keep shorting please",0.0
100116,2020-01-10,TSLA,"$TSLA i think in honor of elon... all the bears need to throw out the memes, and we all post our own snaps wearing short shorts 🤪🤡🐻♥️.  on next drop",0.19999999999999998
100117,2020-01-10,TSLA,$TSLA is very overvalued. Drops like a rock soon 🤷‍♂️,0.2
100118,2020-01-10,NFLX,$NFLX Morningstar’s fair value estimate is $135 😳,0.7
100119,2020-01-10,TSLA,$TSLA TSLA Puts and AAPL Calls💵👍🏼,0.0
100120,2020-01-10,BA,$BA is there any clown 🤡 than this man,0.0
100121,2020-01-10,AAPL,$AAPL all those called getting burnt 🥵,0.0
100122,2020-01-10,TSLA,$TSLA making money 💰 love to short this pig 🐷,0.25
100123,2020-01-10,TSLA,If your stock needs the CEO to tap dance (instead of actually making a profit) maybe you joined a cult. 🤷‍♂️ $TSLA,0.0
100124,2020-01-10,TSLA,$TSLA ouch 🤕 honestly it will bounce back next week hope I can take a position,0.19999999999999998
100125,2020-01-10,TSLA,$TSLA Ruh Roh bulls...this is not looking good 😱,0.7
100126,2020-01-10,TSLA,$TSLA Suddenly bulls are not so sure anymore🤔... say hello to $450 sooner than you think,0.25
100127,2020-01-10,DIS,"$DIS So many perma-bulls 🤦‍♂️... wake up, this isn’t moving until earnings.",0.5
100128,2020-01-10,AAPL,"$AAPL i missed something.. Was whole day off, i couldn't buy anything. But i see bulls are fine! 330+ after earnings! Go short/longterms!  Have a great weekend💵💯🎊",0.6046006944444445
100129,2020-01-11,BA,$BA 😂 you pumpers are hilarious! « Going to 400$..... » like the Max problems never happened 😂,0.625
100130,2020-01-11,AAPL,$AAPL pre-game: Apple AirPods and Apple Beats everywhere on these players. 🏈 💰,0.0
100131,2020-01-12,AAPL,$AAPL waiting for a new dip tu buy 💪🏻,0.13636363636363635
100132,2020-01-13,AAPL,$AAPL has been undervalued for a long time and they are blowing out all the numbers with the IPhone 11🚀❤️ $320 today or tomorrow .,-0.05
100133,2020-01-13,AAPL,$AAPL no need to panic we know where we’re going!😎🥳,0.0
100134,2020-01-13,TSLA,$TSLA too good to be true but $600 After ER💪💪💪💪🚀🚀🚀,0.5249999999999999
100135,2020-01-13,AAPL,$AAPL Still way undervalued. Looking forward to the next ER! 🤙,0.0
100136,2020-01-13,TSLA,$TSLA i try hard not to laugh at you 🐻,0.004166666666666652
100137,2020-01-13,TSLA,$TSLA to the fooooookin moon 🚀🚀🚀 i ALMOST feel bad for the bears 😂😂😂,-0.6999999999999998
100138,2020-01-13,TSLA,$TSLA bringing my profile back to life thank you Elon 🧖🏽‍♂️,0.0
100139,2020-01-13,TSLA,$TSLA so which analyst is gonna come out next and upgrade to a buy 😂 imagine a 80% buy rating after earnings 🤯,0.0
100140,2020-01-13,TSLA,$TSLA Big tip in last month!👇👇👇✅,0.0
100141,2020-01-13,BAC,C'mon $BAC my bird needs to eat. I'm running low on laundry detergent and tired of eating canned tuna for the 14th week straight. Give me my money! 💸💸💸,-0.05000000000000001
100142,2020-01-13,TSLA,"$TSLA  just to be fair, this was one of the MANY warnings I gave the bears in the low $200 / high $100 range. 😌",0.33999999999999997
100143,2020-01-13,BABA,$BABA excited for HK open today hehehe. Congrats again to all us bulls here 👍 May we continue to be prosperous,0.1875
100144,2020-01-13,TSLA,$TSLA And to say I was underwater on Friday is an understatement. Did not know these would be worth 50k in a day. 🤠,0.3
100145,2020-01-14,BABA,$BABA bought at $80.   Sell time or run?💸🤑🚀,0.0
100146,2020-01-14,TSLA,$TSLA Ridiculous. 600 by Friday at this rate 😭,-0.3333333333333333
100147,2020-01-14,AAPL,$AAPL wow!! unbelievable this thing is trying to reach the stars lol 😆,0.2354166666666667
100148,2020-01-14,BABA,$BABA could be some short term hooplah here at the 230's? Anyone's guess!! 😂 Would be nice though to get a wittle dip  🤷,0.3
100149,2020-01-14,TSLA,"$TSLA Rising strong on China News! Nice!! 
👍💵💵💵",0.7395833333333334
100150,2020-01-14,BA,"$BA designed by 🤡 supervised by 🐒’s... I’m a Boeing fan, but this needs a flush to 260 before it can heal.",0.0
100151,2020-01-14,TSLA,$TSLA looking at my inflated account like the wheels on a  Tesla mobile...🤗,0.0
100152,2020-01-14,AMZN,"$AMZN dec. 24th, 31st, and Jan 7th were all gap up days...last 3Tuesdays....let’s hope today is the 4th 🤞🏻📈",0.0
100153,2020-01-14,TSLA,$TSLA That's right Cramer keep pumping I love it🥰🥰🥰🥰🥰,0.39285714285714285
100154,2020-01-14,AAPL,"$AAPL 

Don’t say wait u didn’t tell me lol over 100% 👀",0.8
100155,2020-01-14,TSLA,$TSLA $612 target now let gap and go baby 🚀🚀🚀,0.0
100156,2020-01-14,TSLA,$TSLA there you had your dip... cover 😂😂😂,0.0
100157,2020-01-14,DIS,$DIS Hey u know what I just bought Puts to see if I might make up my call losses 😂,0.0
100158,2020-01-14,BA,"$BA told myself to stay away but that dip in the morning was way too tempting, thanks to whoever bought puts at the bottom this morning 🤣🤣🤣",0.2
100159,2020-01-14,BA,$BA still negative in this position but holding on tight and patiently waiting for its time in the 500s!!😀,-0.23928571428571427
100160,2020-01-14,TSLA,$TSLA Short or long here.... that is the question. 🤔🧐,-0.025
100161,2020-01-14,UNH,$UNH this is actually gonna go in to red before earnings 😂😂,0.0
100162,2020-01-14,XOM,$XOM Just keep adding under $70! 💰,0.0
100163,2020-01-14,TSLA,$TSLA shorts selling to shorts....like a hot potato 😄,0.25
100164,2020-01-14,TSLA,$TSLA wants to dance . Up and down ..... either into close we will see $550 or tommorow morning 🚀,0.022222222222222227
100165,2020-01-14,DIS,$DIS the film 🎞 1917 made more than Star Wars this past weekend. Star Wars and Frozen 2 not even nominated for the Oscars,0.125
100166,2020-01-14,TSM,"$TSM is a winner. Every 5G phone will have a more advanced semi conductor then what’s in phones now. 5G is going to huge over 4G. TSM is going to be selling to everybody, phones, gamers, cars, medical and on an on. I think we enjoy the ride ✈️✈️✈️",0.34
100167,2020-01-14,TSLA,"$TSLA locked in with small position 1/24 weekly calls I caught after the dip this am. Y’all know what that ah and pm action looks like 🎇, but trade with some dd imo",-0.075
100168,2020-01-14,AAPL,$AAPL lmao there it is!! Bye bye AAPL!! 😂🐻,1.0
100169,2020-01-15,AAPL,"$AAPL is amazing, the best! But these evaluations folks..... 👎👎👎",0.8
100170,2020-01-15,AAPL,$AAPL 🐻 Guess that FED pumping is over for them now.,0.0
100171,2020-01-15,AAPL,$AAPL no one buying this bs but the fed and Apple. So hope you bulls get some buy backs soon!! 🤣😂🤣😆🙄,0.0
100172,2020-01-15,TSLA,$TSLA uh oh!  Looks like this is the day this epic run comes to a grinding halt and falls off a Cliff.  What are you thinking bears?  Down 1 or 2% today?  🤡,-0.027777777777777776
100173,2020-01-15,AAPL,$AAPL poor sales for their gadgets at target stores lol 🤣😅🤣😅😂😅,0.2
100174,2020-01-15,TSLA,$TSLA my calls are for next week👍  No worries,0.0
100175,2020-01-15,SBUX,"$SBUX TPO alot of volume at 91.74, thats after a strong run up...🤔",0.43333333333333335
100176,2020-01-15,TSLA,"$TSLA oh no, down 1.0% 😪😯 Why didn't I listen to you bears?! errrrrrrrrrrrrrrrrrrr Elon",0.09722222222222222
100177,2020-01-15,BAC,"$BAC time to grab some calls 
💵",0.0
100178,2020-01-15,TSLA,$TSLA i thought we were gonna see the 400s😂😂😂😂,0.0
100179,2020-01-15,TSLA,$TSLA I’m long bullish but I rather not have Elon get 346million richer keep that money in the company until end of the year 😢,-0.05
100180,2020-01-15,DIS,"$DIS where would this be without download numbers news and yet another upgrade ? 🤔 frustration continues. Hard to trade, easy to keep long.",0.030555555555555555
100181,2020-01-15,TSLA,$TSLA was this the hundred dollar drop dem bears said was gonna happen today? Hahahahaha 😂😂😂😂😂,0.2
100182,2020-01-15,BA,$BA will you just capitulate already?!🤦‍♂️,0.0
100183,2020-01-15,TSLA,$TSLA don’t worry guys I’m sure it won’t fall far. it’s only 140 points over the 50 day  moving average and 240 over the 200 day moving average 😂😂😂,0.059999999999999984
100184,2020-01-15,TSLA,$TSLA come on Bulls! Buy the dip!! 🤣🤣,0.0
100185,2020-01-15,TSLA,"$TSLA woof, Tesla bears being fed today. 📉",0.0
100186,2020-01-15,AAPL,$AAPL Here’s a glimpse at ER. Y’all are done!! 😂,0.0
100187,2020-01-15,TSLA,$TSLA This company doesn't produce a profit and relies on government handouts yet you guys wanna buy for $500+ 🤪,0.0
100188,2020-01-15,TSLA,$TSLA holding puts that are already up so unless this opens up $15 I’ll still be in the money 😂,0.0
100189,2020-01-16,TSLA,$TSLA what a bull trap that was. They pulled the rug right before AH ends 😂,0.2857142857142857
100190,2020-01-16,TSLA,$TSLA maybe hold off and buy the dip next month 🤷‍♂️,0.0
100191,2020-01-16,DIS,$DIS $143 at open and then $142 at close 😂 my Puts will be juicy!!,0.0
100192,2020-01-16,V,$V some stocks are set it and forget it stocks and this happens to be 1 of them! Add when it dips and keep it trucking! 🤷🏿‍♂️,0.0
100193,2020-01-16,TSLA,"$TSLA could drop 20% in the next two days 😢 that bring US to a Pt of 414,44$ by friday evening ⬇️",0.0
100194,2020-01-16,TSLA,$TSLA Big drop today. Less Bullshit talk I can imagine. Healthy pullback 😂,0.11111111111111112
100195,2020-01-16,TSLA,$TSLA why would anyone hold this rn 😂,0.0
100196,2020-01-16,BA,$BA Fishy fishy stuff going on here. Well we all know when BA gets bad news it goes up lol 😂 load up on them calls guys.,0.0500000000000001
100197,2020-01-16,TSLA,$TSLA open this under 500 let’s see some fireworks 💥,0.0
100198,2020-01-16,TSLA,"$TSLA Dont be GREEDY get out of Tesla while you are in profits...Anything which goes up crazy in short time, will have to come down..dont feel bad later 😂😂",-0.32499999999999996
100199,2020-01-16,TSLA,"$TSLA 🎶Head, Shoulders, knees and toes🎶",0.0
100200,2020-01-16,TSLA,$TSLA Break below 497 expect a massive drop today. As much as I enjoyed the ride up with you bulls let’s scalp🚀,0.25
100201,2020-01-16,TSLA,$TSLA the bulls yesterday were like the bitconnect guy... 😂,0.0
100202,2020-01-16,TSLA,$TSLA where are all of the Robin Hood rookies at ?📉,0.0
100203,2020-01-16,TSLA,$TSLA buy the dip they said it will be fun they said you ill make money they said...lmfao🤣🤣🤣,-0.1
100204,2020-01-16,TSLA,$TSLA red waterfalls again at support break .... Morgan Stanley $360 😂,0.0
100205,2020-01-16,AAPL,$AAPL I guess it’s time to readjust my screen cuz I can’t see where it’s stopped to. 😂,0.0
100206,2020-01-16,TSLA,$TSLA the fight b/w bulls and bears is unreal🧐 this might settle at 500ish eod,0.0
100207,2020-01-16,AAPL,$AAPL Anyone here happen to be holding $300 Puts ? 👀,0.0
100208,2020-01-16,AMZN,"$AMZN we still have 5mins, we can still sho9t up $30!! 😂😄🤣",0.0
100209,2020-01-17,DIS,"$DIS Got impatient. Back in for the ride. Leaving plenty of dry powder, if it goes down further. 🤞🤞🤞🤞🤞🤞🤞",-0.08444444444444445
100210,2020-01-17,TSLA,$TSLA YOU ARE ALL SO FUCKED 🥴⬇️,-0.6
100211,2020-01-17,TSLA,$TSLA second day with bearish gaap! 📉📉📉,0.0
100212,2020-01-17,TSLA,$TSLA Something I love to do is scanning for highest weekly flow 10 Minutes before close. Always get some beautiful runners 💪,0.675
100213,2020-01-17,DIS,$DIS Can we get one morning without a dump? 🤞🏼,0.0
100214,2020-01-17,V,$V Institutions are buying and you are selling ...🙏🙏🙏 for the cheap shares in few years 200 will look darn cheap .....put your $$$ in my pocket 😂😂😂,0.20000000000000004
100215,2020-01-17,TSLA,$TSLA Investigation coming... I’m out! Will wait for a lower entry point! Good luck to you all! 💸💸 Very good profit so far 🍾,0.6283333333333333
100216,2020-01-17,AAPL,$AAPL beautiful stair step pattern continuing with eventual resolution to the upside. Stock still cheap forward looking and earnings are gonna be 💯.,0.625
100217,2020-01-17,TSLA,$TSLA maybe a dump before the long weekend? 🤷‍♂️,-0.05
100218,2020-01-17,TSLA,"$TSLA fib level broke, going back to $492. If that breaks we can see $480 today 😬",0.0
100219,2020-01-17,TSLA,$TSLA  All aboard  the tank train 🚂,0.0
100220,2020-01-17,TSLA,$TSLA what happened to all those intolerant“bulls” who are attacking anyone with a negative view on trashlacoin? I guess they are busy figuring out what to do after losing a huge bundle today 🤒,0.06666666666666667
100221,2020-01-17,TSLA,$TSLA where Tf are my telsa bulls? 💀💀,0.0
100222,2020-01-17,BA,$BA  everyone wanting in better get in.  The earnings are figured into these levels.  🚀🚀🚀,0.5
100223,2020-01-17,DIS,"$DIS if it finishes here in an hour, then I correctly predicted two closes in a row. 🍪",0.0
100224,2020-01-17,BA,$BA $320 and your 🥜 will be tested soon!  When’s the 737 Max redesign coming out?,0.0
100225,2020-01-17,AAPL,They really hate $AAPL in this 317 area 🥴,-0.8
100226,2020-01-17,DIS,$DIS Stocks hit record highs simply means DIS is dipping 😂,0.0
100227,2020-01-17,BA,$BA ok this is what I’ve been waiting for 😁👍 close it on up bulls so I can grab some more puts on a discount.,0.5
100228,2020-01-17,BA,$BA offer more for that delta and I'll buy 50 more puts 😉,0.5
100229,2020-01-17,TSLA,"What, you thought unprofitable $TSLA was just going to go up and up forever? 📈",0.0
100230,2020-01-17,GOOGL,$GOOGL just print 1480!!!!!! Please🙏,0.0
100231,2020-01-17,AAPL,$AAPL 🐻 s r speechless n has reached a new level of insanity😂😂😂 super,0.23484848484848483
100232,2020-01-17,MSFT,$MSFT What’s everyone’s PT for open on Tuesday? 🤑🤑,0.0
100233,2020-01-18,TSLA,"$TSLA 🤔🤔🤔. Have a good weekend everyone. Time will tell where this goes, but I like the action right now. It needs a correction before earnings.",0.3619047619047619
100234,2020-01-18,TSLA,$TSLA down 6$ afterhours right now 🤔,0.06507936507936507
100235,2020-01-18,TSLA,"$TSLA 480 450 420 400 who’s fault is it when these number show up near term 😂 lambos bruh $6,000 next week bruh 🤣",0.05
100236,2020-01-18,TSLA,"$TSLA Sry bulls. Gap down Tuesday, sell off below 492 🤷‍♂️📉📉",-0.15555555555555556
100237,2020-01-18,NFLX,"$NFLX 💵 booked a week earlier, ER scares me",0.0
100238,2020-01-19,AAPL,$AAPL loaded puts on this one for post earnings collapse !!! 🤣😂🤣😂🤣,0.0
